# az(deg), al(deg), L(cd) 
-241.16, 38.39, 467.84
-240.78, 37.08, 494.97
-241.74, 37.59, 482.58
-239.51, 35.23, 493.36
-240.43, 35.77, 524.81
-240.09, 34.45, 498.38
-241.00, 34.98, 450.24
-241.36, 36.29, 506.04
-242.31, 36.80, 502.39
-241.93, 35.50, 459.94
-242.87, 36.00, 456.52
-239.81, 42.11, 483.00
-240.84, 42.62, 523.31
-240.40, 41.30, 543.34
-241.43, 41.81, 451.31
-241.89, 43.11, 472.08
-242.97, 43.60, 459.55
-242.47, 42.30, 450.94
-243.53, 42.78, 498.07
-240.99, 40.50, 483.38
-242.00, 41.00, 498.43
-241.57, 39.70, 510.46
-242.58, 40.19, 506.60
-243.04, 41.49, 463.12
-244.09, 41.96, 511.40
-243.60, 40.68, 433.07
-244.65, 41.14, 437.76
-244.06, 44.06, 479.99
-245.18, 44.51, 454.33
-244.62, 43.24, 430.84
-245.72, 43.68, 636.32
-246.32, 44.94, 454.63
-247.48, 45.36, 427.42
-246.85, 44.11, 415.79
-248.00, 44.52, 511.54
-245.17, 42.41, 455.02
-246.26, 42.85, 446.12
-245.71, 41.59, 464.98
-246.79, 42.02, 473.43
-247.38, 43.27, 549.02
-248.51, 43.68, 419.97
-247.90, 42.44, 443.30
-249.02, 42.84, 632.31
-242.14, 38.90, 591.01
-243.14, 39.39, 472.89
-242.71, 38.09, 438.70
-243.70, 38.58, 481.61
-244.16, 39.86, 424.44
-245.19, 40.32, 454.29
-244.71, 39.05, 437.64
-245.74, 39.51, 430.61
-243.27, 37.29, 459.11
-244.26, 37.77, 474.15
-243.83, 36.49, 449.82
-244.81, 36.97, 480.53
-245.26, 38.24, 431.64
-246.28, 38.69, 462.89
-245.80, 37.43, 454.37
-246.81, 37.88, 417.04
-246.25, 40.77, 455.02
-247.32, 41.20, 464.98
-246.78, 39.95, 491.91
-247.85, 40.37, 428.06
-248.41, 41.61, 413.99
-249.52, 42.00, 420.54
-248.93, 40.78, 535.03
-250.03, 41.17, 472.55
-247.31, 39.13, 524.41
-248.37, 39.55, 430.66
-247.84, 38.31, 561.04
-248.89, 38.72, 442.41
-249.44, 39.95, 503.30
-250.53, 40.33, 445.83
-249.95, 39.12, 442.15
-251.02, 39.50, 495.89
-237.20, 31.45, 1069.94
-238.05, 32.02, 513.10
-237.79, 30.68, 558.42
-238.64, 31.25, 430.21
-238.91, 32.58, 454.10
-239.78, 33.13, 685.12
-239.49, 31.81, 1621.87
-240.36, 32.35, 472.53
-238.38, 29.92, 455.51
-239.22, 30.48, 456.18
-238.97, 29.15, 511.26
-239.80, 29.71, 475.81
-240.07, 31.03, 596.82
-240.94, 31.58, 488.90
-240.65, 30.26, 455.15
-241.51, 30.80, 481.16
-240.67, 33.67, 535.43
-241.58, 34.19, 445.83
-241.25, 32.88, 544.19
-242.15, 33.41, 463.12
-242.50, 34.71, 477.95
-243.44, 35.21, 442.14
-243.06, 33.92, 499.78
-243.99, 34.41, 446.92
-241.82, 32.10, 453.59
-242.71, 32.62, 499.64
-242.39, 31.33, 449.38
-243.28, 31.84, 522.19
-243.62, 33.13, 457.66
-244.55, 33.62, 450.30
-244.18, 32.34, 443.52
-245.10, 32.83, 455.49
-239.55, 28.39, 451.34
-240.38, 28.95, 460.42
-240.13, 27.63, 467.49
-240.95, 28.18, 497.34
-241.22, 29.49, 497.68
-242.08, 30.03, 444.09
-241.80, 28.73, 634.89
-242.65, 29.26, 440.74
-240.70, 26.87, 489.20
-241.53, 27.42, 454.66
-241.28, 26.11, 440.95
-242.10, 26.66, 435.49
-242.37, 27.96, 437.83
-243.22, 28.49, 449.56
-242.94, 27.19, 434.13
-243.78, 27.72, 444.64
-242.95, 30.55, 431.56
-243.84, 31.06, 462.97
-243.52, 29.77, 705.41
-244.40, 30.28, 424.15
-244.74, 31.56, 421.07
-245.66, 32.04, 594.55
-245.30, 30.77, 460.46
-246.21, 31.25, 438.46
-244.08, 29.00, 454.16
-244.96, 29.50, 481.21
-244.65, 28.23, 439.82
-245.52, 28.73, 444.45
-245.85, 29.99, 443.24
-246.76, 30.47, 429.88
-246.41, 29.21, 465.78
-247.31, 29.69, 431.73
-244.39, 35.69, 436.56
-245.36, 36.17, 428.57
-244.94, 34.90, 467.97
-245.90, 35.36, 489.58
-246.34, 36.62, 496.44
-247.35, 37.07, 5932.68
-246.88, 35.82, 446.93
-247.88, 36.25, 485.07
-245.49, 34.10, 667.61
-246.45, 34.56, 420.79
-246.04, 33.30, 426.83
-246.99, 33.76, 426.54
-247.42, 35.01, 470.22
-248.41, 35.45, 473.09
-247.96, 34.21, 447.07
-248.94, 34.64, 440.23
-248.37, 37.49, 519.44
-249.40, 37.90, 420.32
-248.89, 36.68, 419.60
-249.92, 37.08, 400.15
-250.45, 38.30, 448.97
-251.52, 38.67, 452.83
-250.96, 37.47, 391.18
-252.02, 37.84, 406.21
-249.41, 35.86, 419.93
-250.43, 36.26, 407.33
-249.93, 35.05, 403.69
-250.95, 35.45, 453.74
-251.47, 36.65, 401.98
-252.51, 37.01, 434.55
-251.97, 35.83, 405.19
-253.01, 36.19, 445.26
-246.59, 32.51, 450.12
-247.53, 32.97, 491.59
-247.13, 31.72, 442.84
-248.07, 32.17, 498.65
-248.49, 33.41, 426.97
-249.46, 33.83, 415.54
-249.02, 32.61, 444.84
-249.99, 33.03, 577.48
-247.68, 30.93, 437.39
-248.61, 31.38, 427.29
-248.22, 30.15, 416.00
-249.15, 30.59, 398.77
-249.56, 31.81, 404.36
-250.52, 32.23, 442.75
-250.10, 31.02, 415.08
-251.05, 31.43, 597.83
-250.46, 34.24, 440.19
-251.46, 34.63, 428.56
-250.98, 33.43, 391.03
-251.97, 33.82, 415.56
-252.48, 35.01, 420.32
-253.51, 35.37, 418.44
-252.99, 34.19, 430.61
-254.01, 34.54, 1852.56
-251.50, 32.63, 428.07
-252.49, 33.01, 463.64
-252.03, 31.83, 409.32
-253.01, 32.21, 445.56
-253.50, 33.38, 452.06
-254.52, 33.73, 394.98
-254.01, 32.57, 424.07
-255.02, 32.91, 394.21
-248.66, 45.75, 417.70
-249.86, 46.13, 469.37
-249.16, 44.91, 439.50
-250.35, 45.28, 418.24
-251.08, 46.48, 421.53
-252.32, 46.82, 404.93
-251.56, 45.63, 434.97
-252.78, 45.96, 388.96
-249.66, 44.06, 403.55
-250.83, 44.43, 563.11
-250.16, 43.22, 413.01
-251.32, 43.58, 467.37
-252.03, 44.77, 493.20
-253.24, 45.10, 396.31
-252.49, 43.92, 393.32
-253.69, 44.24, 399.75
-253.59, 47.13, 402.26
-254.87, 47.42, 403.78
-254.03, 46.27, 476.41
-255.29, 46.56, 397.85
-256.16, 47.69, 426.15
-257.48, 47.94, 376.96
-256.57, 46.82, 477.81
-257.86, 47.06, 483.46
-254.46, 45.40, 427.19
-255.71, 45.69, 405.89
-254.90, 44.54, 516.18
-256.13, 44.82, 416.80
-256.97, 45.95, 415.08
-258.25, 46.18, 458.94
-257.37, 45.07, 385.89
-258.63, 45.31, 639.78
-250.65, 42.38, 416.64
-251.80, 42.73, 418.57
-251.14, 41.54, 399.52
-252.28, 41.89, 424.75
-252.96, 43.07, 409.45
-254.14, 43.39, 410.48
-253.43, 42.22, 397.50
-254.59, 42.53, 453.00
-251.63, 40.70, 393.29
-252.75, 41.05, 447.64
-252.12, 39.86, 489.60
-253.23, 40.20, 465.08
-253.89, 41.37, 546.71
-255.04, 41.68, 418.56
-254.35, 40.53, 402.71
-255.50, 40.83, 390.61
-255.34, 43.68, 429.83
-256.55, 43.95, 383.24
-255.77, 42.82, 528.80
-256.97, 43.09, 392.85
-257.78, 44.20, 364.17
-259.02, 44.43, 403.42
-258.19, 43.33, 406.21
-259.41, 43.56, 372.26
-256.21, 41.96, 403.39
-257.40, 42.23, 390.64
-256.65, 41.11, 530.68
-257.82, 41.37, 376.67
-258.60, 42.47, 416.05
-259.81, 42.69, 479.31
-259.01, 41.60, 380.44
-260.20, 41.82, 376.70
-258.81, 48.16, 403.74
-260.15, 48.35, 390.67
-259.17, 47.28, 392.71
-260.50, 47.47, 373.68
-261.51, 48.52, 401.94
-262.88, 48.67, 349.25
-261.83, 47.63, 412.86
-263.18, 47.77, 422.63
-259.54, 46.39, 405.16
-260.84, 46.58, 370.31
-259.91, 45.51, 375.42
-261.19, 45.70, 393.98
-262.16, 46.74, 361.98
-263.48, 46.88, 344.39
-262.49, 45.85, 658.89
-263.79, 45.98, 441.15
-264.26, 48.78, 373.78
-265.65, 48.87, 361.20
-264.54, 47.88, 406.28
-265.90, 47.97, 366.68
-267.04, 48.94, 327.71
-268.44, 48.97, 435.86
-267.27, 48.03, 400.47
-268.65, 48.06, 394.55
-264.82, 46.99, 499.62
-266.16, 47.07, 396.29
-265.11, 46.09, 384.93
-266.43, 46.17, 359.41
-267.51, 47.12, 352.85
-268.87, 47.15, 365.59
-267.76, 46.22, 338.27
-269.09, 46.24, 346.17
-260.28, 44.63, 359.60
-261.54, 44.81, 361.98
-260.65, 43.75, 392.30
-261.90, 43.93, 347.89
-262.82, 44.96, 370.24
-264.11, 45.09, 431.10
-263.16, 44.08, 386.14
-264.43, 44.20, 353.81
-261.03, 42.88, 375.99
-262.26, 43.05, 600.38
-261.41, 42.00, 377.37
-262.63, 42.17, 347.60
-263.51, 43.19, 711.54
-264.76, 43.31, 385.40
-263.86, 42.31, 1487.13
-265.10, 42.42, 425.92
-265.41, 45.19, 366.02
-266.71, 45.27, 627.08
-265.71, 44.30, 372.49
-267.00, 44.37, 357.08
-268.02, 45.31, 419.74
-269.33, 45.33, 348.86
-268.29, 44.41, 358.05
-269.58, 44.42, 363.91
-266.03, 43.40, 405.65
-267.29, 43.47, 356.06
-266.35, 42.51, 377.75
-267.60, 42.57, 398.77
-268.57, 43.51, 346.86
-269.84, 43.52, 373.33
-268.86, 42.61, 437.24
-270.12, 42.61, 349.34
-252.61, 39.03, 386.55
-253.70, 39.36, 398.29
-253.09, 38.19, 614.00
-254.18, 38.53, 470.67
-254.82, 39.68, 437.72
-255.95, 39.98, 398.29
-255.29, 38.84, 387.19
-256.41, 39.13, 364.52
-253.58, 37.36, 473.61
-254.66, 37.69, 427.10
-254.07, 36.53, 429.13
-255.14, 36.85, 427.16
-255.75, 38.00, 694.69
-256.86, 38.28, 376.03
-256.23, 37.16, 409.87
-257.32, 37.44, 454.87
-257.09, 40.25, 406.03
-258.25, 40.51, 440.25
-257.54, 39.40, 389.74
-258.68, 39.65, 382.03
-259.42, 40.74, 427.52
-260.61, 40.95, 363.37
-259.84, 39.88, 439.79
-261.02, 40.08, 359.08
-257.99, 38.55, 384.70
-259.12, 38.79, 425.21
-258.44, 37.70, 359.17
-259.56, 37.94, 362.59
-260.27, 39.02, 417.81
-261.43, 39.22, 375.48
-260.70, 38.16, 362.99
